,open time,open,high,low,close,volume,close time,quote_asset_volume,number of trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,unused field
0,1657670400000,0.5285,0.6437,0.5172,0.6371,30012407.0,1657756799999,17154772.001,129263,15449299.0,8853976.9721,0
1,1657756800000,0.6378,0.7189,0.6125,0.7079,95719195.0,1657843199999,62811346.1606,330931,50800561.0,33362651.4605,0
2,1657843200000,0.7082,0.7336,0.6756,0.7025,53874640.0,1657929599999,37754848.9174,164703,27089020.0,19002919.361,0
3,1657929600000,0.7027,0.75,0.681,0.7286,39187571.0,1658015999999,27813059.2171,127792,20556531.0,14587550.4154,0
4,1658016000000,0.7281,0.7896,0.7174,0.7518,48797030.0,1658102399999,37111385.9361,180801,25353100.0,19289171.0597,0
5,1658102400000,0.7525,0.9843,0.744,0.958,129222799.0,1658188799999,116113881.1438,437102,67243748.0,60339400.3405,0
6,1658188800000,0.958,0.9786,0.8824,0.925,62950130.0,1658275199999,58077853.2138,154197,31138687.0,28743738.6908,0
7,1658275200000,0.9248,0.9528,0.8107,0.8312,76739954.0,1658361599999,67957870.5552,157368,37026248.0,32788945.9299,0
8,1658361600000,0.831,0.9282,0.7952,0.9053,77830136.0,1658447999999,67736825.899,161818,39614578.0,34522834.7693,0
9,1658448000000,0.9055,0.9347,0.8433,0.8501,52146628.0,1658534399999,46318138.3834,112877,25615658.0,22773787.7105,0
10,1658534400000,0.85,0.8876,0.8136,0.8709,37956002.0,1658620799999,32190729.8447,82673,18792399.0,15940200.9512,0
11,1658620800000,0.8708,0.9086,0.8454,0.8792,33794182.0,1658707199999,29574935.0895,71818,17181901.0,15044401.9371,0
12,1658707200000,0.8793,0.8846,0.7665,0.77,59561751.0,1658793599999,49091628.6853,124395,28169076.0,23239363.5529,0
13,1658793600000,0.7699,0.7845,0.7217,0.7824,62010447.0,1658879999999,46585577.7877,113547,30686380.0,23059880.9253,0
14,1658880000000,0.7825,0.8985,0.761,0.8965,84396816.0,1658966399999,69514134.3716,158672,43228787.0,35632201.4139,0
15,1658966400000,0.8965,0.9747,0.8437,0.934,86278165.0,1659052799999,78221369.8237,152882,42964335.0,38959810.9692,0
16,1659052800000,0.9341,0.9933,0.9041,0.9387,63344079.0,1659139199999,60108519.8121,148663,31388417.0,29805235.9952,0
17,1659139200000,0.9388,0.9838,0.9131,0.9308,34117156.0,1659225599999,32300952.9291,96549,16936602.0,16041045.1596,0
18,1659225600000,0.931,1.0235,0.9103,0.9275,54317580.0,1659311999999,52053760.0575,124804,26859239.0,25763674.3038,0
19,1659312000000,0.9275,0.9465,0.8778,0.891,43833339.0,1659398399999,39894267.4918,96906,21614086.0,19687720.3754,0
20,1659398400000,0.891,0.9055,0.8478,0.8761,44064761.0,1659484799999,38488257.9359,92928,21822088.0,19075050.6171,0
21,1659484800000,0.8762,0.9256,0.8557,0.8877,33152177.0,1659571199999,29843863.8195,73633,17083918.0,15385524.2736,0
22,1659571200000,0.8876,0.9118,0.8752,0.8909,27421488.0,1659657599999,24471569.9849,65548,13838795.0,12354177.2029,0
23,1659657600000,0.8911,0.9376,0.8887,0.9269,29308624.0,1659743999999,26829586.4037,65884,14856206.0,13607760.8583,0
24,1659744000000,0.927,0.941,0.9022,0.9073,16489331.0,1659830399999,15224331.1452,42494,7974343.0,7366060.5447,0
25,1659830400000,0.9072,0.9248,0.8916,0.9065,13678525.0,1659916799999,12449876.4391,32310,6854513.0,6239071.4886,0
26,1659916800000,0.9064,0.9518,0.9044,0.9215,21870114.0,1660003199999,20335250.8366,49966,10692281.0,9945606.4788,0
27,1660003200000,0.9212,0.9303,0.8687,0.8902,22742765.0,1660089599999,20458233.3014,51950,10311514.0,9278371.8466,0
28,1660089600000,0.8902,0.941,0.87,0.938,33250482.0,1660175999999,30297138.652,75103,16852294.0,15374784.9211,0
29,1660176000000,0.938,0.9559,0.9155,0.921,33460218.0,1660262399999,31381282.8344,68535,15096366.0,14149851.2044,0
30,1660262400000,0.9208,0.9354,0.9057,0.9343,19322319.0,1660348799999,17775512.5211,40157,9515991.0,8758047.3801,0
31,1660348800000,0.9344,1.0342,0.9291,1.0255,54803481.0,1660435199999,54841509.1858,125343,29760998.0,29787134.4804,0
32,1660435200000,1.0255,1.055,0.9838,1.0004,35021655.0,1660521599999,35785029.4495,79058,17263740.0,17652127.0749,0
33,1660521600000,1.0006,1.0342,0.9303,0.95,29489549.0,1660607999999,28711408.6513,66465,14564537.0,14206855.1961,0
34,1660608000000,0.9499,0.9676,0.9236,0.9339,28046917.0,1660694399999,26482783.1478,53248,14016255.0,13238538.3123,0
35,1660694400000,0.9338,0.9634,0.8762,0.8837,33465833.0,1660780799999,30707898.691,70290,15623936.0,14338247.7613,0
36,1660780800000,0.8844,0.9086,0.8518,0.8559,27536011.0,1660867199999,24481626.133,62021,13242588.0,11782583.95,0
37,1660867200000,0.8558,0.8571,0.7625,0.7689,60614445.0,1660953599999,48395858.1232,132188,29184215.0,23311971.6305,0
38,1660953600000,0.7692,0.8162,0.757,0.7856,33680719.0,1661039999999,26576274.3959,87189,17105388.0,13499885.9516,0
39,1661040000000,0.7857,0.829,0.7783,0.8199,22858053.0,1661126399999,18414946.4557,55398,11899980.0,9592826.4459,0
40,1661126400000,0.8201,0.8222,0.768,0.8094,27076611.0,1661212799999,21454840.0215,63161,13631589.0,10804042.4322,0
41,1661212800000,0.8093,0.8364,0.7906,0.8315,21651209.0,1661299199999,17668729.806,62010,11275486.0,9203559.9828,0
42,1661299200000,0.832,0.8394,0.8001,0.8132,22519233.0,1661385599999,18452750.1763,58281,11212942.0,9190534.5883,0
43,1661385600000,0.8129,0.8314,0.8041,0.8179,17433869.0,1661471999999,14260111.3072,47009,8634276.0,7063386.9841,0
44,1661472000000,0.8178,0.8467,0.7531,0.7647,55315044.0,1661558399999,44242676.5164,112284,26638681.0,21320359.9985,0
45,1661558400000,0.7645,0.8138,0.7551,0.8044,43621909.0,1661644799999,34440028.9318,92280,22770445.0,17980685.0504,0
46,1661644800000,0.8044,0.8334,0.7764,0.7822,31933419.0,1661731199999,25926877.3532,80726,16349611.0,13281289.5364,0
47,1661731200000,0.7822,0.8202,0.7607,0.8162,33653481.0,1661817599999,26611937.8835,86671,17126552.0,13548974.2207,0
48,1661817600000,0.8161,0.8442,0.7823,0.8148,34735089.0,1661903999999,28280758.23,84122,17694226.0,14406344.3215,0
49,1661904000000,0.8149,0.8568,0.8145,0.832,37699661.0,1661990399999,31391317.7192,87942,19836956.0,16524086.7595,0
50,1661990400000,0.832,0.8951,0.8211,0.8836,54303202.0,1662076799999,46276578.5353,123844,28409121.0,24228475.4621,0
51,1662076800000,0.8836,0.9135,0.8621,0.8714,59047597.0,1662163199999,52413101.0405,121947,31604499.0,28069321.7049,0
52,1662163200000,0.8713,0.8897,0.8647,0.8884,22226219.0,1662249599999,19491942.9147,55370,11281444.0,9897957.6291,0
53,1662249600000,0.8883,0.8986,0.8714,0.8944,17234647.0,1662335999999,15249901.3972,47058,8690895.0,7694697.3251,0
54,1662336000000,0.8944,0.9027,0.8612,0.8816,22543471.0,1662422399999,19795366.7085,57425,10886477.0,9558232.7534,0
55,1662422400000,0.8815,0.9249,0.8104,0.8152,43424334.0,1662508799999,37903053.7524,116191,21183145.0,18520094.5821,0
56,1662508800000,0.8151,0.8502,0.791,0.8401,29335739.0,1662595199999,23977982.7827,78254,14425551.0,11791120.731,0
57,1662595200000,0.84,0.849,0.8153,0.8444,23818525.0,1662681599999,19847172.4106,72026,11917042.0,9934363.8172,0
58,1662681600000,0.8449,0.9021,0.8414,0.8902,26681524.0,1662767999999,23464851.9132,81921,13536332.0,11906805.8251,0
59,1662768000000,0.8901,0.9123,0.8779,0.9056,21974086.0,1662854399999,19637598.4657,67384,11290598.0,10092668.9851,0
60,1662854400000,0.9054,0.9182,0.8757,0.8934,15632650.0,1662940799999,13999484.8644,53144,7626994.0,6830858.6107,0
61,1662940800000,0.8933,0.9403,0.8711,0.9299,42804963.0,1663027199999,39113860.3551,120578,21924824.0,20034671.3284,0
62,1663027200000,0.9297,0.9436,0.8379,0.8455,49971999.0,1663113599999,44545328.3226,134608,24591336.0,21934850.4668,0
63,1663113600000,0.8454,0.8681,0.829,0.8638,26063473.0,1663199999999,22205802.3191,76262,12375936.0,10546874.7284,0
64,1663200000000,0.8637,0.8766,0.8169,0.8243,29680260.0,1663286399999,25082054.1322,91697,14468748.0,12234029.2791,0
65,1663286400000,0.8244,0.8307,0.7866,0.8063,22597012.0,1663372799999,18251111.6576,71932,10783366.0,8709609.1515,0
66,1663372800000,0.8062,0.8306,0.8044,0.8274,10053817.0,1663459199999,8214207.8284,36855,4940771.0,4038623.955,0
67,1663459200000,0.8275,0.8359,0.7481,0.7525,21564271.0,1663545599999,17179594.0011,66721,10091435.0,8043103.8769,0
68,1663545600000,0.7527,0.7748,0.7238,0.7649,26000971.0,1663631999999,19491386.2521,77089,13024624.0,9763374.3886,0
69,1663632000000,0.7647,0.7685,0.7293,0.7328,20799406.0,1663718399999,15560931.3839,64851,10137301.0,7587108.0391,0
70,1663718400000,0.7329,0.7771,0.6895,0.6998,33058831.0,1663804799999,24197711.7903,103036,16156508.0,11828316.1537,0
71,1663804800000,0.6997,0.762,0.6992,0.7517,23621700.0,1663891199999,17456055.4129,72574,12003352.0,8869709.8009,0
72,1663891200000,0.7518,0.7845,0.7221,0.7779,28622841.0,1663977599999,21433175.5167,84834,14125315.0,10580422.9864,0
73,1663977600000,0.778,0.782,0.7489,0.7521,14258113.0,1664063999999,10957117.6935,45555,6995588.0,5379792.6461,0
74,1664064000000,0.7521,0.7667,0.7304,0.7394,14280170.0,1664150399999,10722379.8397,45579,7083753.0,5321821.4626,0
75,1664150400000,0.7392,0.7611,0.7254,0.7554,27262476.0,1664236799999,20299494.4246,76943,14033727.0,10451822.5642,0
76,1664236800000,0.7554,0.7937,0.7255,0.7383,27588947.0,1664323199999,21073914.3966,80966,13895385.0,10616122.3465,0
77,1664323200000,0.7383,0.754,0.7111,0.7467,20903532.0,1664409599999,15352281.1258,66644,10181478.0,7484572.9563,0
78,1664409600000,0.7467,0.7646,0.7309,0.7628,19627945.0,1664495999999,14661379.738,56965,9947175.0,7430333.8135,0
79,1664496000000,0.763,0.789,0.7565,0.7776,30809190.0,1664582399999,23863012.2318,78645,15764753.0,12216236.0863,0
80,1664582400000,0.7774,0.781,0.7592,0.7664,9140249.0,1664668799999,7045873.9389,27388,4446853.0,3428055.8467,0
81,1664668800000,0.7665,0.7833,0.7606,0.7627,11544216.0,1664755199999,8908610.3053,35720,5792664.0,4471138.112,0
82,1664755200000,0.7625,0.8067,0.7546,0.7996,27585127.0,1664841599999,21658345.3236,66211,14355982.0,11276373.5805,0
83,1664841600000,0.7996,0.8432,0.7995,0.8348,36956717.0,1664927999999,30576865.8987,77324,19519141.0,16151754.4155,0
84,1664928000000,0.8348,0.8605,0.8207,0.851,34682026.0,1665014399999,29093206.3987,71864,18890856.0,15853776.8384,0
85,1665014400000,0.8509,0.8594,0.8302,0.8332,22059502.0,1665100799999,18600663.1085,51631,10986700.0,9267954.2743,0
86,1665100800000,0.8333,0.8479,0.818,0.8311,22410232.0,1665187199999,18729750.7468,48977,11691331.0,9774115.2988,0
87,1665187200000,0.8309,0.8347,0.8078,0.8141,12786233.0,1665273599999,10481892.3437,30345,6561673.0,5380501.2738,0
88,1665273600000,0.8141,0.8296,0.8077,0.8252,12657945.0,1665359999999,10381434.3464,29255,6541492.0,5365951.786,0
89,1665360000000,0.8252,0.8429,0.8111,0.8133,30059211.0,1665446399999,24951075.2719,63099,14915506.0,12386682.8287,0
90,1665446400000,0.8132,0.8132,0.7836,0.7905,29988875.0,1665532799999,23949725.0322,58060,14746578.0,11781737.6686,0
91,1665532800000,0.7904,0.8013,0.782,0.7823,16972288.0,1665619199999,13437401.5367,36483,8406909.0,6659732.596,0
92,1665619200000,0.7822,0.7869,0.7119,0.7745,53935744.0,1665705599999,40416907.8169,93827,27136114.0,20331920.3106,0
93,1665705600000,0.7744,0.8223,0.7741,0.7929,36444209.0,1665791999999,29217113.2821,69785,18457051.0,14791527.0427,0
94,1665792000000,0.7929,0.8099,0.7856,0.7893,22803632.0,1665878399999,18178146.9705,43553,10811195.0,8620800.3494,0
95,1665878400000,0.789,0.8095,0.7875,0.7982,15482048.0,1665964799999,12351227.1543,33075,8188831.0,6533125.4754,0
96,1665964800000,0.798,0.85,0.7955,0.8475,36952321.0,1666051199999,30610330.6779,65648,19445118.0,16107036.9262,0
97,1666051200000,0.8475,0.8781,0.8353,0.8634,70695900.0,1666137599999,60736240.9929,116071,36128018.0,31039823.1699,0
98,1666137600000,0.8634,0.8808,0.8393,0.844,59826778.0,1666223999999,51700397.8093,107945,30630228.0,26479590.1493,0
99,1666224000000,0.844,0.8477,0.8046,0.8089,50682568.0,1666310399999,42061950.5655,86662,25215357.0,20938988.5444,0
100,1666310400000,0.809,0.8334,0.7735,0.8315,53593272.0,1666396799999,43077813.4643,82326,26532799.0,21344056.2504,0
101,1666396800000,0.8315,0.8402,0.8125,0.8316,23855174.0,1666483199999,19744347.6171,41326,11916787.0,9869246.5796,0
102,1666483200000,0.8314,0.9038,0.8202,0.898,42417553.0,1666569599999,36273780.8177,74148,22648083.0,19373421.097,0
103,1666569600000,0.8979,0.9081,0.8714,0.8925,70565136.0,1666655999999,62840041.6526,115649,36290190.0,32316502.1103,0
104,1666656000000,0.8926,0.95,0.874,0.9172,77461988.0,1666742399999,70520053.0641,134538,42022850.0,38264585.5366,0
